(15, 7, 31),0,[-596, 764, -507],3579
(15, 7, 31),0,[-552, 755, -448],3447
(15, 7, 32),0,[-568, 754, -468],3492
(15, 7, 32),0,[-578, 734, -511],4235
(15, 7, 33),0,[-575, 705, -538],5092
(15, 7, 33),0,[-577, 696, -541],5478
(15, 7, 33),0,[-585, 689, -553],6337
(15, 7, 34),0,[-582, 681, -572],6472
(15, 7, 34),0,[-581, 674, -565],6749
(15, 7, 35),0,[-593, 670, -563],7374
(15, 7, 35),0,[-593, 663, -564],7303
(15, 7, 35),0,[-597, 667, -562],7334
(15, 7, 36),0,[-590, 662, -565],7590
(15, 7, 37),0,[-595, 667, -566],7919
(15, 7, 37),0,[-598, 671, -563],7725
(15, 7, 38),0,[-594, 671, -560],6954
(15, 7, 38),0,[-596, 680, -551],6387
(15, 7, 38),0,[-602, 672, -565],6566
(15, 7, 39),0,[-600, 674, -560],6639
(15, 7, 39),0,[-591, 675, -550],6397
(15, 7, 40),0,[-606, 672, -550],6559
(15, 7, 40),0,[-601, 678, -542],6390
(15, 7, 41),0,[-593, 696, -536],5285
(15, 7, 41),0,[-601, 695, -511],5673
(15, 7, 42),0,[-599, 709, -520],4769
(15, 7, 42),0,[-597, 710, -507],4647
(15, 7, 43),0,[-591, 709, -512],4531
(15, 7, 43),0,[-590, 718, -501],4073
(15, 7, 43),0,[-586, 726, -495],3820
(15, 7, 44),0,[-587, 717, -499],3962
(15, 7, 44),0,[-598, 708, -518],4202
(15, 7, 45),0,[-596, 701, -508],4228
(15, 7, 45),0,[-577, 665, -439],3394
(15, 7, 46),0,[-505, 721, -594],3367
(15, 7, 46),0,[-539, 653, -563],3079
(15, 14, 31),0,[92, 110, -1014],4385
(15, 14, 31),0,[77, 78, -1019],32592
(15, 14, 32),0,[95, 55, -1016],32596
(15, 14, 32),0,[353, -105, -632],32590
(15, 14, 33),0,[990, -650, -9],32585
(15, 14, 33),0,[1117, -483, 114],32582
(15, 14, 33),0,[758, -168, -178],32570
(15, 14, 34),0,[1256, -615, -161],32584
(15, 14, 34),0,[936, -765, -210],32566
(15, 14, 35),0,[-87, -817, -392],32574
(15, 14, 35),0,[-185, -911, -317],32548
(15, 14, 36),0,[-285, -966, -271],32522
(15, 14, 36),0,[-486, -1006, -268],32537
(15, 14, 37),0,[-656, -830, -163],32516
(15, 14, 37),0,[-696, -813, -187],32664
(15, 14, 38),0,[-7, -404, -112],32512
(15, 14, 38),0,[1108, -396, -237],32538
(15, 14, 38),0,[851, -435, -288],32555
(15, 14, 39),0,[702, -656, -173],32540
(15, 14, 39),0,[738, -773, -30],32553
(15, 14, 40),0,[570, -823, -9],32566
(15, 14, 40),0,[810, -695, -51],32563
(15, 14, 41),0,[847, -395, 180],32527
(15, 14, 41),0,[922, -494, 209],32587
(15, 14, 42),0,[630, -173, -1007],32777
(15, 14, 42),0,[533, -300, -793],32755
(15, 14, 43),0,[486, -329, -619],32641
(15, 14, 43),0,[676, 47, 52],32546
(15, 14, 43),0,[693, -385, -129],32537
(15, 14, 44),0,[936, -337, 20],32536
(15, 14, 44),0,[1656, -873, -29],32528
(15, 14, 45),0,[927, -417, 223],32507
(15, 14, 45),0,[733, -430, -219],32515
(15, 14, 46),0,[849, -336, -347],32573
(15, 14, 46),0,[993, -677, -181],32613
(15, 14, 47),0,[394, -888, 160],32656
(15, 14, 47),0,[144, -833, 225],32811
(15, 14, 48),0,[248, -852, 276],32794
(15, 14, 48),0,[404, -785, 509],30382
(15, 14, 48),0,[496, -695, 517],27612
(15, 14, 49),0,[671, -431, 664],27650
(15, 14, 49),0,[645, -1065, 143],27933
(15, 14, 50),0,[588, -491, 242],27953
(15, 14, 50),0,[576, -802, 154],27794
(15, 14, 51),0,[832, -542, -130],28174
(15, 14, 51),0,[661, -841, 381],28032
(15, 14, 52),0,[1032, -407, -84],28534
(15, 14, 52),0,[1362, -802, -195],29014
(15, 14, 53),0,[894, -193, 145],29140
(15, 14, 53),0,[732, -577, -228],29231
(15, 14, 54),0,[768, -303, 83],29445
(15, 14, 54),0,[1073, -438, -217],29355
(15, 14, 54),0,[984, -675, -147],29362
(15, 14, 55),0,[856, -212, 123],29373
(15, 14, 55),0,[515, -479, -294],29304
(15, 14, 56),0,[1005, -336, -61],29128
(15, 14, 57),0,[1047, -702, -297],28970
(15, 14, 57),8,[906, -472, 57],28998
(15, 14, 57),8,[207, -629, 195],29300
(15, 14, 58),10,[189, -1145, 607],30593
(15, 14, 58),10,[451, -1058, 474],31694
(15, 14, 59),10,[212, -1046, 356],32642
(15, 14, 59),12,[374, -936, 98],31909
(15, 14, 59),12,[-7, -683, 160],31762
(15, 15, 0),14,[227, -867, 109],31850
(15, 15, 0),14,[535, -1128, -70],31954
(15, 15, 1),16,[390, -956, -42],31575
(15, 15, 2),16,[53, -884, -89],31375
(15, 15, 2),18,[267, -860, 111],31248
(15, 15, 2),18,[372, -1215, 15],31070
(15, 15, 3),18,[256, -1185, 162],30580
(15, 15, 3),20,[296, -708, -53],29975
(15, 15, 4),20,[855, -463, 66],29956
(15, 15, 4),22,[1222, -304, 26],29972
(15, 15, 4),22,[941, -1221, 20],29389
(15, 15, 5),24,[130, -376, -305],29635
(15, 15, 5),24,[875, -977, 979],31503
(15, 15, 6),26,[370, -701, -347],30851
(15, 15, 6),26,[1755, -849, -43],30805
(15, 15, 7),28,[432, -476, -126],30745
(15, 15, 7),28,[755, -634, -812],29850
(15, 15, 8),28,[517, -272, -698],32487
(15, 15, 8),28,[588, -277, -654],32586
(15, 15, 8),28,[581, -330, -912],32552
(15, 15, 9),28,[249, 131, -521],32370
(15, 15, 9),28,[504, -249, -1410],32366
(15, 15, 10),28,[987, -525, -833],32452
(15, 15, 10),28,[618, -249, -599],32531
(15, 15, 11),28,[2047, -73, -164],32693
(15, 15, 11),28,[-74, -315, -475],32739
(15, 15, 12),28,[783, -362, -513],32696
(15, 15, 12),28,[220, -355, -458],32690
(15, 15, 13),28,[1018, -1256, 469],32609
(15, 15, 13),36,[830, -712, 87],32549
(15, 15, 13),36,[671, -616, -545],32494
(15, 15, 14),36,[829, -351, -251],32429
(15, 15, 14),36,[626, -524, -311],32425
(15, 15, 15),36,[447, -343, -299],32432
(15, 15, 15),36,[-38, -323, -72],32440
(15, 15, 16),36,[23, -165, -166],32483
(15, 15, 16),36,[1604, -625, -124],32539
(15, 15, 17),36,[-50, -124, -17],32744
(15, 15, 17),36,[573, -305, -261],32689
(15, 15, 18),36,[1469, -1210, 63],32603
(15, 15, 18),44,[804, -768, -406],32311
(15, 15, 18),44,[774, -644, 121],32350
(15, 15, 19),44,[846, -331, -126],32380
(15, 15, 19),44,[731, -497, -429],32322
(15, 15, 20),44,[1170, -264, -438],32410
(15, 15, 20),44,[708, -359, -222],32389
(15, 15, 21),44,[524, -445, -165],32473
(15, 15, 21),44,[1544, 424, 706],32586
(15, 15, 22),44,[47, -314, -320],32718
(15, 15, 22),44,[948, -573, -343],32728
(15, 15, 23),44,[-114, -275, -168],32562
(15, 15, 23),44,[1879, -491, 362],32118
(15, 15, 24),52,[1195, -1353, -130],31983
(15, 15, 24),52,[233, 47, -604],32073
(15, 15, 24),52,[13, 99, -927],32540
(15, 15, 25),52,[8, -12, -765],32471
(15, 15, 25),54,[117, -14, -780],32279
(15, 15, 26),54,[1165, -233, -349],32209
(15, 15, 26),56,[921, -734, -173],32613
(15, 15, 27),56,[757, -188, -58],32517
(15, 15, 27),58,[710, -380, -84],32485
(15, 15, 28),58,[1259, -421, 18],32448
(15, 15, 28),58,[1057, -149, 79],32171
(15, 15, 29),58,[776, -579, -272],31749
(15, 15, 29),60,[634, -292, -15],31696
(15, 15, 29),60,[1131, -366, -134],31217
(15, 15, 30),60,[1084, -402, -117],31109
(15, 15, 30),62,[836, -155, 76],30877
(15, 15, 31),64,[799, -341, 32],30746
(15, 15, 31),64,[811, -406, -88],28759
(15, 15, 32),64,[969, -550, -184],27501
(15, 15, 32),66,[734, -177, 102],26585
(15, 15, 33),66,[821, -380, -286],24400
(15, 15, 33),68,[1274, -411, 119],22189
(15, 15, 34),68,[540, -238, -242],24245
(15, 15, 34),68,[855, -390, -178],21498
(15, 15, 34),70,[1529, -59, -20],21957
(15, 15, 35),70,[733, -413, -77],21892
(15, 15, 35),70,[1352, -393, -151],22205
(15, 15, 36),72,[1085, -285, 38],21277
(15, 15, 36),74,[747, -562, -311],21809
(15, 15, 37),74,[684, -163, 77],21635
(15, 15, 37),74,[2047, -527, 11],21803
(15, 15, 38),76,[2047, -668, -15],21176
(15, 15, 38),76,[661, -109, -130],21876
(15, 15, 39),78,[1564, -726, -94],18894
(15, 15, 39),78,[779, -34, 22],21777
(15, 15, 39),80,[800, -560, -205],20798
(15, 15, 40),80,[1418, -348, 10],20809
(15, 15, 40),80,[1420, -335, -13],21647
(15, 15, 41),82,[392, -168, 21],23972
(15, 15, 42),84,[832, -563, -295],20876
(15, 15, 42),84,[1702, -470, 26],22406
(15, 15, 42),84,[1216, -356, -265],22574
(15, 15, 43),86,[837, -742, 97],22304
(15, 15, 43),86,[586, -101, 30],25490
(15, 15, 44),88,[948, -533, -112],23720
(15, 15, 44),88,[1394, -275, 256],24795
